"zcta","median_income","total_population","total_male_population","median_age","hispanic","white","black","asian","indigenous"
"ZCTA5 41360",33828,446,223,37.8,0,426,4,0,0
"ZCTA5 41364",12548,76,60,56.9,0,76,0,0,0
"ZCTA5 41365",13861,555,285,46.1,0,555,0,0,0
"ZCTA5 41366",NA,38,24,52.1,0,38,0,0,0
"ZCTA5 41367",84309,312,190,45.4,0,312,0,0,0
"ZCTA5 41385",58816,591,310,47.3,0,564,0,0,0
"ZCTA5 41386",NA,7,7,NA,0,7,0,0,0
"ZCTA5 41390",43333,85,49,59.1,0,85,0,0,0
"ZCTA5 41397",NA,146,75,57.5,0,146,0,0,0
"ZCTA5 41408",24884,441,208,42.7,0,441,0,0,0
"ZCTA5 41421",NA,288,166,48.8,0,288,0,0,0
"ZCTA5 41425",39650,1243,629,43.5,50,1153,40,0,0
"ZCTA5 41464",27969,363,176,47.7,0,363,0,0,0
"ZCTA5 41465",32250,10823,5463,40.5,152,10482,4,48,28
"ZCTA5 41472",46917,10572,6340,42.1,102,9613,523,110,23
"ZCTA5 41501",41636,23114,11337,39.6,322,21860,275,248,16
"ZCTA5 41503",112037,367,202,61.1,0,350,0,0,0
"ZCTA5 41512",30179,550,313,51.4,0,498,34,0,0
"ZCTA5 41513",50703,379,199,36.6,0,379,0,0,0
"ZCTA5 41514",42232,2588,1284,47.2,48,2484,0,3,0
"ZCTA5 41517",NA,66,25,34.1,0,35,0,0,0
"ZCTA5 41519",40417,680,296,35.9,14,589,0,0,0
"ZCTA5 41522",37667,5081,2634,45.4,8,4927,100,0,0
"ZCTA5 41524",26250,354,183,36.4,0,354,0,0,0
"ZCTA5 41526",NA,50,25,NA,0,50,0,0,0
"ZCTA5 41527",55729,658,335,45.8,0,658,0,0,0
"ZCTA5 41528",65625,364,143,25.9,67,185,0,0,0
"ZCTA5 41531",36638,893,371,38.1,0,879,0,14,0
"ZCTA5 41534",NA,169,68,62.7,0,169,0,0,0
"ZCTA5 41535",NA,738,346,36.9,31,685,0,0,0
"ZCTA5 41537",30337,3580,1855,47,0,3451,6,0,1
"ZCTA5 41538",80750,340,226,62.1,0,340,0,0,0
"ZCTA5 41539",54250,1387,680,50.4,54,1293,0,0,0
"ZCTA5 41540",58628,342,142,23.5,0,342,0,0,0
"ZCTA5 41543",20057,529,276,50.7,0,493,0,0,0
"ZCTA5 41544",32938,482,259,47.7,23,448,0,11,23
"ZCTA5 41547",50278,576,376,52.7,12,564,0,0,0
"ZCTA5 41548",23884,1068,557,42.7,0,1068,0,0,0
"ZCTA5 41553",45956,2336,1190,39.7,0,2326,10,0,0
"ZCTA5 41554",34583,968,412,36.2,0,849,0,16,6
"ZCTA5 41555",64867,1249,750,29.3,0,1249,0,0,0
"ZCTA5 41557",32723,2146,999,43.2,0,2082,0,0,0
"ZCTA5 41558",67344,871,335,43.3,0,857,0,14,0
"ZCTA5 41559",25985,245,172,62.5,0,245,0,0,0
"ZCTA5 41560",NA,240,116,33.8,0,240,0,0,0
"ZCTA5 41562",38242,2065,1050,38.9,0,2065,0,0,0
"ZCTA5 41563",NA,348,192,31.6,0,319,0,0,0
"ZCTA5 41564",44556,623,346,52.4,0,558,0,0,0
"ZCTA5 41566",73438,464,234,33.9,0,431,33,0,0
"ZCTA5 41567",68636,67,42,46.1,0,67,0,0,0
"ZCTA5 41568",35625,727,263,51.2,0,727,0,0,0
"ZCTA5 41571",44491,557,276,49,0,557,0,0,0
"ZCTA5 41572",47109,3163,1417,50.4,0,3153,0,0,0
"ZCTA5 41601",33938,550,265,41.4,0,542,0,3,0
"ZCTA5 41602",77226,909,400,47.1,0,821,0,0,0
"ZCTA5 41603",53048,1718,758,36.6,0,1611,18,0,0
"ZCTA5 41604",NA,389,239,50.4,21,368,0,0,0
"ZCTA5 41605",43566,714,337,54.4,0,714,0,0,0
"ZCTA5 41606",17974,472,224,51,0,472,0,0,0
"ZCTA5 41607",29288,348,184,26.9,0,314,0,30,0
"ZCTA5 41612",NA,187,71,52.4,0,187,0,0,0
"ZCTA5 41615",NA,583,294,31.8,0,583,0,0,0
"ZCTA5 41616",54327,585,279,41.2,0,567,0,0,0
"ZCTA5 41619",NA,345,205,52.9,0,289,0,56,0
"ZCTA5 41621",NA,165,98,20.9,0,165,0,0,0
"ZCTA5 41622",66797,93,27,61.7,0,93,0,0,0
"ZCTA5 41630",48452,1017,410,41.5,0,992,0,0,9
"ZCTA5 41631",NA,849,452,35.7,0,786,0,0,0
"ZCTA5 41632",23688,423,234,54.7,0,416,0,0,0
"ZCTA5 41635",38185,3156,1564,42.5,0,3111,0,0,0
"ZCTA5 41636",NA,728,299,48.6,0,728,0,0,0
"ZCTA5 41640",33935,1069,499,48.9,0,1066,0,0,0
"ZCTA5 41642",NA,960,386,37.1,0,960,0,0,0
"ZCTA5 41643",22593,129,69,59.8,0,129,0,0,0
"ZCTA5 41645",72188,1114,611,45.3,0,1103,0,0,0
"ZCTA5 41647",35750,1093,567,52.9,25,1018,37,0,0
"ZCTA5 41649",34115,2263,1133,48.1,0,2252,0,3,0
"ZCTA5 41650",21518,453,317,38.9,0,453,0,0,0
"ZCTA5 41651",NA,181,71,19.2,0,181,0,0,0
"ZCTA5 41653",36841,10972,5404,41.3,17,10393,154,32,0
"ZCTA5 41655",NA,1087,520,44.9,0,1087,0,0,0
"ZCTA5 41659",33836,856,392,50.1,0,856,0,0,0
"ZCTA5 41660",NA,314,188,26.3,0,307,0,0,0
"ZCTA5 41663",NA,292,88,15.9,0,214,70,8,0
"ZCTA5 41666",57019,873,457,31.1,5,865,3,0,0
"ZCTA5 41667",64107,467,235,36.3,0,453,0,0,0
"ZCTA5 41669",37813,897,478,40.9,0,866,20,0,0
"ZCTA5 41701",43307,16470,7971,39.5,206,15322,101,211,43
"ZCTA5 41712",NA,515,269,34.9,0,515,0,0,0
"ZCTA5 41713",NA,0,0,NA,0,0,0,0,0
"ZCTA5 41714",NA,651,344,42.9,0,651,0,0,0
"ZCTA5 41719",34292,1367,691,49.6,0,1334,0,0,0
"ZCTA5 41721",20331,555,285,49.3,41,453,10,0,0
"ZCTA5 41722",40128,1324,637,43.1,85,1133,0,0,0
"ZCTA5 41723",35682,1215,629,31.7,48,1158,0,0,9
"ZCTA5 41725",60506,482,275,46.1,0,482,0,0,0
"ZCTA5 41727",68143,1584,947,31.6,0,1576,0,0,8
"ZCTA5 41729",NA,34,34,52.5,0,34,0,0,0
"ZCTA5 41731",47917,821,418,53.1,0,821,0,0,0
"ZCTA5 41735",NA,125,68,54.6,0,125,0,0,0
"ZCTA5 41739",NA,21,8,NA,0,21,0,0,0
"ZCTA5 41740",85972,943,473,40.2,0,943,0,0,0
"ZCTA5 41745",29097,554,203,29.7,0,554,0,0,0
"ZCTA5 41746",NA,647,391,43.3,20,493,121,0,0
"ZCTA5 41749",47483,2225,914,53.8,73,2088,33,26,0
"ZCTA5 41751",NA,245,139,57.8,0,209,0,0,0
"ZCTA5 41754",52107,476,301,56.6,0,476,0,0,0
"ZCTA5 41759",NA,522,282,47.1,0,478,44,0,0
"ZCTA5 41760",NA,349,186,53.7,0,348,1,0,0
"ZCTA5 41762",NA,88,78,NA,0,88,0,0,0
"ZCTA5 41763",67292,592,287,36.5,0,589,0,0,0
"ZCTA5 41764",NA,409,204,52.9,0,375,0,0,0
"ZCTA5 41766",21300,450,201,50.5,0,394,0,0,0
"ZCTA5 41772",47770,342,189,45.9,0,319,0,0,0
"ZCTA5 41773",31055,1294,630,43.2,0,1230,39,0,0
"ZCTA5 41774",35959,2291,1093,48.8,14,2259,0,0,0
"ZCTA5 41775",NA,232,107,53.1,0,232,0,0,0
"ZCTA5 41776",32335,1940,1135,31.9,0,1940,0,0,0
"ZCTA5 41777",33523,1205,612,36.3,0,1124,0,0,0
"ZCTA5 41778",NA,95,0,NA,0,95,0,0,0
"ZCTA5 41804",77894,1066,605,21.6,26,1037,0,0,0
"ZCTA5 41810",NA,281,204,50.1,0,264,17,0,0
"ZCTA5 41812",21103,201,109,56,0,201,0,0,0
"ZCTA5 41815",23715,776,436,37.9,0,747,0,0,7
"ZCTA5 41817",61131,455,182,35.8,0,455,0,0,0
"ZCTA5 41819",NA,244,93,60,0,225,0,0,0
"ZCTA5 41821",NA,180,102,49,0,171,0,0,0
"ZCTA5 41822",33042,1928,878,41.6,16,1838,51,13,6
"ZCTA5 41824",NA,912,549,44.1,46,866,0,0,0
"ZCTA5 41825",NA,225,77,62.4,0,225,0,0,0
"ZCTA5 41826",29492,701,275,45.8,0,701,0,0,0
"ZCTA5 41828",43750,629,302,40.7,0,613,7,0,0
"ZCTA5 41831",50321,997,568,50.5,2,988,0,0,0
"ZCTA5 41832",NA,322,105,47.4,0,322,0,0,0
"ZCTA5 41833",NA,140,52,49.1,0,140,0,0,0
"ZCTA5 41834",39844,349,158,30.7,0,333,0,0,0
"ZCTA5 41835",NA,728,415,41.4,0,728,0,0,0
"ZCTA5 41836",NA,979,487,51.8,0,979,0,0,0
"ZCTA5 41837",53125,1014,581,38.7,0,1014,0,0,0
"ZCTA5 41838",32352,1031,524,51.3,0,1018,13,0,0
"ZCTA5 41839",65109,561,295,44.2,0,561,0,0,0
"ZCTA5 41840",54500,1187,648,33.7,49,1038,91,4,0
"ZCTA5 41843",29479,306,145,48.8,0,306,0,0,0
"ZCTA5 41844",28750,1391,673,27.1,31,1308,29,8,10
"ZCTA5 41845",NA,362,121,57.3,0,362,0,0,0
"ZCTA5 41847",41066,184,78,70.6,1,165,18,0,0
"ZCTA5 41848",NA,0,0,NA,0,0,0,0,0
"ZCTA5 41849",62574,119,44,62.4,0,119,0,0,0
"ZCTA5 41855",54105,794,375,54,0,783,3,0,0
"ZCTA5 41858",40038,7473,3466,41.3,78,7330,11,39,0
"ZCTA5 41859",NA,231,121,60.2,0,231,0,0,0
"ZCTA5 41861",NA,362,209,52.5,0,355,0,0,0
"ZCTA5 41862",31754,947,412,37.5,0,921,2,0,0
"ZCTA5 42001",62956,30634,14946,42.5,653,24294,3949,503,94
"ZCTA5 42003",52342,29313,14228,41.3,843,24377,3028,141,41
"ZCTA5 42020",57665,2171,983,35.1,82,1994,0,0,1
"ZCTA5 42021",38750,1326,666,44.2,52,1200,25,5,0
"ZCTA5 42022",NA,161,84,9.8,0,161,0,0,0
"ZCTA5 42023",51250,2398,1184,40.9,28,2224,28,21,12
"ZCTA5 42024",57875,1110,508,53.3,3,1057,33,0,0
"ZCTA5 42025",68840,18836,9225,47.6,408,17923,139,62,70
"ZCTA5 42027",68750,1931,923,46.8,23,1859,0,27,0
"ZCTA5 42028",37500,707,282,44.7,0,707,0,0,0
"ZCTA5 42029",62130,6092,3007,41.8,114,5890,56,0,3
"ZCTA5 42031",62438,3512,1704,45.3,9,3047,362,0,6
"ZCTA5 42032",34688,222,90,60.1,8,147,60,2,0
"ZCTA5 42035",65750,802,374,41.1,25,747,5,0,0
"ZCTA5 42036",93186,1031,653,51.4,40,991,0,0,0
"ZCTA5 42037",NA,14,0,NA,0,14,0,0,0
"ZCTA5 42038",60816,6091,3725,45,124,5369,433,26,5
"ZCTA5 42039",58333,1358,665,44.4,28,1288,10,11,0
"ZCTA5 42040",57794,845,435,37.1,28,724,0,0,0
