Zip Code,Population,Group Visits,Individual Visits,Visits per 10000
80111,32672,3,8.61,2.635284035
80113,22821,1,2.87,1.257613602
80118,6057,1,2.87,4.7383193
80122,32336,1,2.87,0.887555666
80123,47302,1,2.87,0.606739673
80125,12482,2,5.74,4.598622016
80126,44221,4,11.48,2.59605165
80127,44776,11,31.57,7.050652135
80128,36699,2,5.74,1.564075315
80130,27250,1,2.87,1.053211009
80132,27533,1,2.87,1.042385501
80202,19606,1,2.87,1.463837601
80203,22883,2,5.74,2.508412359
80204,35269,1,2.87,0.813745782
80205,34967,3,8.61,2.462321618
80206,26108,5,14.35,5.496399571
80207,21170,3,8.61,4.067076051
80209,27061,2,5.74,2.121133735
80210,39394,7,20.09,5.099761385
80211,37940,8,22.96,6.051660517
80212,20397,1,2.87,1.407069667
80218,19484,1,2.87,1.47300349
80220,37233,7,20.09,5.395751081
80221,42224,2,5.74,1.359416446
80223,19862,2,5.74,2.88994059
80224,19199,1,2.87,1.494869524
80228,34836,4,11.48,3.295441497
80232,22240,5,14.35,6.452338129
80237,23108,1,2.87,1.241994115
80241,33097,1,2.87,0.86714808
80301,25944,7,20.09,7.743601603
80302,27322,15,43.05,15.7565332
80303,25328,6,17.22,6.798799747
80304,27532,7,20.09,7.296963533
80305,17283,12,34.44,19.92709599
80401,41913,5,14.35,3.423758738
80403,21335,2,5.74,2.690414811
80424,10474,4,11.48,10.96047355
80433,8209,1,2.87,3.496162748
80439,24711,2,5.74,2.322852171
80443,4170,1,2.87,6.882494005
80455,517,5,14.35,277.5628627
80461,7196,2,5.74,7.976653696
80466,3332,2,5.74,17.22689076
80487,18209,1,2.87,1.576143665
80501,42822,4,11.48,2.680864976
80503,35863,2,5.74,1.600535371
80504,60183,1,2.87,0.476878853
80512,2056,2,5.74,27.91828794
80517,9720,7,20.09,20.66872428
80521,37451,1,2.87,0.766334677
80524,39030,1,2.87,0.735331796
80525,55901,5,14.35,2.567038157
80526,45624,4,11.48,2.516219534
80538,49084,2,5.74,1.169423845
80540,4710,2,5.74,12.18683652
80602,43375,1,2.87,0.66167147
80802,234,1,2.87,122.6495726
80863,12738,3,8.61,6.759302873
80906,39019,4,11.48,2.942156385
80907,28806,1,2.87,0.996320211
80909,37302,1,2.87,0.769395743
80911,34577,1,2.87,0.830031524
80917,30513,3,8.61,2.821748107
80919,28909,2,5.74,1.985540835
80920,39540,2,5.74,1.451694487
80921,25158,1,2.87,1.140790206
80922,29392,2,5.74,1.952912357
80924,15058,2,5.74,3.811927215
81023,1339,1,2.87,21.4339059
81101,15657,1,2.87,1.833045922
81147,12615,2,5.74,4.550138724
81201,9128,3,8.61,9.432515337
81211,8224,2,5.74,6.979571984
81224,3941,4,11.48,29.12966252
81230,10598,2,5.74,5.416116248
81301,30760,11,31.57,10.263329
81321,14402,1,2.87,1.992778781
81328,4387,4,11.48,26.1682243
81432,3061,5,14.35,46.88010454
81435,5499,3,8.61,15.65739225
81501,23935,1,2.87,1.199080844
81504,31150,2,5.74,1.842696629
81507,16053,2,5.74,3.575655641
81520,14042,1,2.87,2.043868395
81524,2357,1,2.87,12.17649555
81611,9637,2,5.74,5.956210439
81621,6034,1,2.87,4.75638051
81632,11343,1,2.87,2.530194834
81649,314,1,2.87,91.40127389
82009,35700,1,2.87,0.803921569
82070,20308,1,2.87,1.413236163
82072,15719,1,2.87,1.825815892
82190,392,1,2.87,73.21428571
82410,1815,1,2.87,15.81267218
82435,12093,1,2.87,2.373273795
82513,1816,4,11.48,63.21585903
82601,27180,1,2.87,1.055923473
82609,18845,1,2.87,1.522950385
82714,66,1,2.87,434.8484848
83001,17690,5,14.35,8.111927643
83014,3542,3,8.61,24.3083004
83202,24441,2,5.74,2.348512745
83211,6500,1,2.87,4.415384615
83233,84,2,5.74,683.3333333
83312,171,1,2.87,167.8362573
83333,11775,3,8.61,7.312101911
83340,5647,3,8.61,15.24703382
83401,47114,1,2.87,0.609160759
83402,28452,3,8.61,3.026149304
83530,5713,3,8.61,15.07089095
83544,6159,3,8.61,13.97954213
83607,36024,1,2.87,0.796691095
83611,2596,1,2.87,11.05546995
83616,33311,6,17.22,5.169463541
83634,33379,1,2.87,0.859822044
83638,7306,3,8.61,11.78483438
83646,69818,2,5.74,0.822137558
83686,55343,1,2.87,0.518584103
83703,18163,4,11.48,6.320541761
83705,27756,3,8.61,3.102031993
83706,34446,4,11.48,3.332752714
83709,59461,2,5.74,0.965338625
83712,8908,1,2.87,3.22182308
83713,30056,2,5.74,1.909768432
83714,26181,2,5.74,2.192429625
83716,21583,1,2.87,1.329750266
83835,23157,1,2.87,1.239366066
83843,26739,1,2.87,1.073338569
83864,19414,1,2.87,1.478314618
83871,2015,1,2.87,14.24317618
84003,52970,2,5.74,1.083632245
84010,48439,1,2.87,0.592497781
84015,68548,1,2.87,0.418684717
84020,51017,3,8.61,1.687672737
84025,24596,1,2.87,1.166856399
84032,24766,3,8.61,3.476540418
84037,39763,1,2.87,0.721776526
84042,11330,1,2.87,2.53309797
84045,36898,2,5.74,1.555639872
84047,37146,4,11.48,3.090507726
84049,6655,2,5.74,8.625093914
84058,33734,2,5.74,1.7015474
84060,8621,3,8.61,9.987240459
84062,47771,1,2.87,0.600782902
84067,39194,2,5.74,1.464509874
84070,30885,1,2.87,0.929253683
84074,55001,1,2.87,0.521808694
84087,16217,1,2.87,1.769747796
84092,29492,11,31.57,10.70459786
84093,23609,2,5.74,2.431276208
84094,28751,1,2.87,0.998226149
84098,20573,3,8.61,4.185096972
84101,8140,1,2.87,3.525798526
84102,18857,4,11.48,6.087924909
84103,22788,3,8.61,3.778304371
84105,22856,8,22.96,10.04550228
84106,35892,13,37.31,10.39507411
84107,37713,1,2.87,0.761010792
84108,21261,10,28.7,13.49889469
84109,24768,4,11.48,4.63501292
84111,12162,3,8.61,7.079427726
84117,25675,2,5.74,2.23563778
84121,41628,1,2.87,0.6894398
84124,22872,5,14.35,6.27404687
84128,31406,1,2.87,0.91383812
84310,4907,3,8.61,17.54636234
84319,9570,2,5.74,5.997910136
84321,49550,5,14.35,2.896064581
84341,24181,2,5.74,2.373764526
84401,42968,5,14.35,3.339694656
84403,37847,3,8.61,2.274949137
84532,10203,17,48.79,47.81926884
84604,45503,1,2.87,0.630727644
84606,33791,3,8.61,2.548015744
84660,45959,1,2.87,0.624469636
84663,35647,1,2.87,0.80511684
84716,317,1,2.87,90.5362776
84720,23607,2,5.74,2.431482187
84726,954,1,2.87,30.08385744
84737,21212,1,2.87,1.353007731
84738,9064,2,5.74,6.332744925
84741,6034,3,8.61,14.26914153
84746,1162,1,2.87,24.69879518
84765,7593,1,2.87,3.779797182
84767,648,3,8.61,132.8703704
84770,44505,5,14.35,3.224356814
84776,488,1,2.87,58.81147541
84780,28025,5,14.35,5.120428189
84783,907,1,2.87,31.64277839
84790,52982,1,2.87,0.541693405
85003,11042,2,5.74,5.198333635
85004,8833,2,5.74,6.498358429
85006,23797,2,5.74,2.412068748
85007,14442,1,2.87,1.987259382
85008,59047,4,11.48,1.944213931
85013,21970,3,8.61,3.918980428
85014,26381,11,31.57,11.96694591
85015,41436,3,8.61,2.077903273
85016,37326,4,11.48,3.075604137
85017,45279,1,2.87,0.633847921
85018,37944,10,28.7,7.563778199
85020,34534,4,11.48,3.324260149
85022,51314,3,8.61,1.677904665
85023,35241,1,2.87,0.814392327
85024,26021,3,8.61,3.308865916
85027,38343,1,2.87,0.748506898
85028,19888,3,8.61,4.329243765
85032,68710,4,11.48,1.670790278
85033,57980,2,5.74,0.989996551
85040,33993,2,5.74,1.688582944
85041,64639,2,5.74,0.888008787
85042,45433,1,2.87,0.631699426
85044,39559,7,20.09,5.078490356
85048,34524,4,11.48,3.325223033
85050,31591,4,11.48,3.633946377
85051,46123,1,2.87,0.622249203
85085,27875,2,5.74,2.059192825
85086,43223,5,14.35,3.319991671
85118,13044,2,5.74,4.400490647
85119,22069,7,20.09,9.103267026
85120,30605,2,5.74,1.875510537
85139,18137,1,2.87,1.582400618
85140,45381,1,2.87,0.632423261
85142,80734,2,5.74,0.710976788
85203,37962,1,2.87,0.756019177
85204,63808,4,11.48,1.799147442
85205,44137,2,5.74,1.300496182
85206,36713,1,2.87,0.781739438
85207,50108,2,5.74,1.145525665
85209,44192,1,2.87,0.649438812
85210,40351,2,5.74,1.42251741
85212,48422,4,11.48,2.37082318
85213,36572,1,2.87,0.784753363
85215,16461,1,2.87,1.743514975
85224,46919,2,5.74,1.223384983
85225,73551,1,2.87,0.390205436
85226,40689,8,22.96,5.642802723
85233,39006,2,5.74,1.471568477
85234,51051,4,11.48,2.24873166
85248,38567,8,22.96,5.953276117
85249,47414,3,8.61,1.815919349
85250,16501,3,8.61,5.217865584
85251,40073,8,22.96,5.729543583
85253,17358,3,8.61,4.960248877
85254,46352,2,5.74,1.238350017
85255,44976,5,14.35,3.190590537
85257,29187,5,14.35,4.916572447
85258,25203,3,8.61,3.416259969
85259,22548,3,8.61,3.81852049
85262,13366,5,14.35,10.73619632
85266,11971,3,8.61,7.192381589
85268,24031,1,2.87,1.194290708
85281,69218,5,14.35,2.073160161
85282,52351,10,28.7,5.482225745
85283,45736,2,5.74,1.255028861
85284,18638,4,11.48,6.159459169
85286,49407,3,8.61,1.742668043
85295,51587,3,8.61,1.669025142
85296,50418,4,11.48,2.276964576
85297,36076,1,2.87,0.795542743
85298,41816,2,5.74,1.372680314
85303,34252,1,2.87,0.837907275
85305,14055,1,2.87,2.041977944
85306,25663,2,5.74,2.236683163
85308,66540,8,22.96,3.450556057
85321,3663,1,2.87,7.835107835
85326,72959,1,2.87,0.39337162
85331,31038,3,8.61,2.774018945
85338,59313,4,11.48,1.935494748
85340,33778,2,5.74,1.699330925
85348,2083,2,5.74,27.55640903
85364,73550,1,2.87,0.390210741
85365,50166,1,2.87,0.572100626
85367,21303,1,2.87,1.34722809
85375,27944,1,2.87,1.027054108
85379,49441,5,14.35,2.902449384
85383,69617,2,5.74,0.824511254
85390,9102,3,8.61,9.459459459
85392,40363,3,8.61,2.133141739
85396,32990,2,5.74,1.739921188
85501,12473,1,2.87,2.300970095
85546,20100,1,2.87,1.427860697
85603,6342,1,2.87,4.525386313
85614,25789,3,8.61,3.33863275
85615,9073,1,2.87,3.163231566
85617,1086,3,8.61,79.28176796
85622,6583,3,8.61,13.07914325
85624,1222,1,2.87,23.48608838
85635,35095,2,5.74,1.635560621
85641,29538,1,2.87,0.971629765
85646,1653,1,2.87,17.36237145
85650,14857,1,2.87,1.931749344
85658,15791,1,2.87,1.817490976
85701,5132,3,8.61,16.77708496
85704,34430,10,28.7,8.335753703
85705,56711,1,2.87,0.506074659
85706,54853,1,2.87,0.523216597
85710,57381,2,5.74,1.00033112
85711,41518,3,8.61,2.073799316
85713,46810,2,5.74,1.226233711
85715,18561,1,2.87,1.546252896
85716,31521,9,25.83,8.194536975
85718,28706,9,25.83,8.99811886
85719,46242,11,31.57,6.827126854
85730,39258,3,8.61,2.193183555
85739,18878,4,11.48,6.081152664
85741,34131,2,5.74,1.681755589
85742,30057,4,11.48,3.819409788
85743,30441,5,14.35,4.71403699
85745,36774,7,20.09,5.463098929
85747,27703,2,5.74,2.071977764
85748,18816,1,2.87,1.525297619
85749,19009,3,8.61,4.529433426
85750,25007,15,43.05,17.21517975
85755,18277,3,8.61,4.710838759
85756,35345,1,2.87,0.811996039
85912,269,1,2.87,106.6914498
85925,4332,1,2.87,6.62511542
86001,37093,25,71.75,19.34327232
86004,38451,19,54.53,14.18168578
86015,1186,2,5.74,48.39797639
86018,1121,1,2.87,25.60214095
86022,2058,1,2.87,13.94557823
86023,2420,3,8.61,35.5785124
86301,25115,4,11.48,4.570973522
86303,18201,8,22.96,12.6146915
86305,19555,4,11.48,5.870621324
86314,39461,2,5.74,1.454600745
86315,10354,3,8.61,8.315626811
86323,18422,6,17.22,9.34751927
86325,5472,1,2.87,5.244883041
86326,24465,1,2.87,1.173104435
86327,11530,2,5.74,4.978317433
86336,11125,3,8.61,7.739325843
86351,6398,11,31.57,49.34354486
86403,17787,2,5.74,3.227075954
86406,24935,1,2.87,1.150992581
86426,15953,1,2.87,1.799034664
86429,7708,1,2.87,3.723404255
86442,34171,1,2.87,0.839893477
87015,12833,1,2.87,2.236421725
87031,45208,1,2.87,0.634843391
87048,8888,1,2.87,3.229072907
87102,20610,1,2.87,1.392527899
87104,12537,1,2.87,2.289223897
87106,26987,2,5.74,2.126950013
87108,36773,5,14.35,3.902319637
87109,40740,1,2.87,0.704467354
87111,56121,2,5.74,1.022790043
87112,42487,2,5.74,1.351001483
87120,64643,1,2.87,0.443976919
87122,18225,4,11.48,6.299039781
87123,44110,2,5.74,1.301292224
87402,11646,1,2.87,2.464365447
87455,1641,1,2.87,17.48933577
87501,15116,3,8.61,5.69595131
87505,32078,4,11.48,3.578776732
87506,15253,3,8.61,5.644791189
87507,51338,1,2.87,0.559040087
87508,19156,2,5.74,2.996450198
87540,1052,1,2.87,27.28136882
87544,13548,2,5.74,4.236787718
87557,6481,2,5.74,8.856657923
87571,11650,1,2.87,2.463519313
87753,182,1,2.87,157.6923077
87801,9934,2,5.74,5.778135696
88030,23831,1,2.87,1.204313709
88130,18027,2,5.74,3.18411272
88220,40762,1,2.87,0.70408714
88310,35935,1,2.87,0.798664255
89002,37603,5,14.35,3.816184879
89005,14941,15,43.05,28.81333244
89010,333,6,17.22,517.1171171
89011,34456,6,17.22,4.997678198
89012,35211,8,22.96,6.520689557
89014,40761,7,20.09,4.928730895
89021,3270,1,2.87,8.77675841
89031,73386,13,37.31,5.084075982
89040,3265,2,5.74,17.58039816
89044,27576,9,25.83,9.366840731
89045,1574,1,2.87,18.23379924
89048,25166,1,2.87,1.140427561
89049,2499,1,2.87,11.48459384
89052,59987,11,31.57,5.262806942
89061,7891,2,5.74,7.274109745
89074,52243,19,54.53,10.437762
89084,31369,2,5.74,1.829832
89086,6149,1,2.87,4.667425598
89101,42465,5,14.35,3.379253503
89102,36035,2,5.74,1.592895796
89103,49461,8,22.96,4.642041204
89104,41662,2,5.74,1.377754308
89107,37665,3,8.61,2.285941856
89108,73637,7,20.09,2.728248027
89109,7728,3,8.61,11.14130435
89110,73954,1,2.87,0.388079076
89113,35829,4,11.48,3.204108404
89117,57497,14,40.18,6.988190688
89118,22588,4,11.48,5.082344608
89119,48895,2,5.74,1.173944166
89120,24813,1,2.87,1.156651755
89121,68692,2,5.74,0.835614045
89122,55522,2,5.74,1.03382443
89123,55584,7,20.09,3.614349453
89128,37882,7,20.09,5.303310279
89129,54067,6,17.22,3.184937208
89130,34212,5,14.35,4.194434701
89131,49985,17,48.79,9.760928278
89134,24024,10,28.7,11.94638695
89135,31763,20,57.4,18.07134087
89138,21504,9,25.83,12.01171875
89139,44960,10,28.7,6.383451957
89141,37437,22,63.14,16.86566765
89143,13249,9,25.83,19.495811
89144,19533,12,34.44,17.6317002
89145,24886,7,20.09,8.072812023
89146,19777,1,2.87,1.451180664
89147,55642,7,20.09,3.610581935
89148,61281,12,34.44,5.620012728
89149,41805,15,43.05,10.29781127
89161,332,2,5.74,172.8915663
89166,26038,8,22.96,8.817881558
89178,42157,6,17.22,4.084730887
89179,11852,1,2.87,2.421532231
89183,40517,5,14.35,3.541723227
89191,658,1,2.87,43.61702128
89402,221,4,11.48,519.4570136
89403,16824,16,45.92,27.29434142
89406,25204,12,34.44,13.6644977
89408,23201,17,48.79,21.02926598
89410,11169,34,97.58,87.36681887
89411,1342,6,17.22,128.3159463
89413,792,8,22.96,289.8989899
89415,3534,1,2.87,8.121109225
89419,5157,4,11.48,22.26100446
89423,11050,52,149.24,135.0588235
89427,809,1,2.87,35.47589617
89428,160,2,5.74,358.75
89429,8132,1,2.87,3.529267093
89431,40219,19,54.53,13.55826848
89433,22065,6,17.22,7.80421482
89434,28154,24,68.88,24.46544008
89436,47393,100,287,60.55746629
89439,2154,23,66.01,306.4531105
89440,908,2,5.74,63.21585903
89441,13887,13,37.31,26.86685389
89444,2939,4,11.48,39.06090507
89445,16896,1,2.87,1.698626894
89447,8305,1,2.87,3.455749548
89448,1905,42,120.54,632.7559055
89449,2896,57,163.59,564.8825967
89450,65,31,88.97,13687.69231
89451,9531,102,292.74,307.1451054
89460,13461,47,134.89,100.2080083
89501,3948,17,48.79,123.5815603
89502,47062,86,246.82,52.44570991
89503,28737,160,459.2,159.7939938
89506,43321,37,106.19,24.51236121
89508,13394,11,31.57,23.57025534
89509,34817,224,642.88,184.6454318
89510,1874,4,11.48,61.25933831
89511,29143,206,591.22,202.8686134
89512,30148,33,94.71,31.41501924
89519,9610,58,166.46,173.2154006
89521,39119,114,327.18,83.63710729
89523,36646,170,487.9,133.1386782
89701,29213,43,123.41,42.24489097
89703,10370,50,143.5,138.3799421
89705,5266,26,74.62,141.7014812
89706,20778,34,97.58,46.96313408
89801,26250,13,37.31,14.21333333
90001,55859,3,8.61,1.541380977
90002,53150,2,5.74,1.079962371
90004,58585,30,86.1,14.69659469
90005,37987,29,83.23,21.91012715
90006,58229,14,40.18,6.900341754
90007,40944,21,60.27,14.72010551
90008,33041,11,31.57,9.554795557
90010,5400,3,8.61,15.94444444
90011,102308,2,5.74,0.561050944
90012,33851,12,34.44,10.17399781
90013,15589,17,48.79,31.29770992
90014,9254,15,43.05,46.5204236
90015,27324,21,60.27,22.05753184
90016,46512,42,120.54,25.91589267
90017,27295,9,25.83,9.463271661
90018,50179,10,28.7,5.719524104
90019,62002,33,94.71,15.2753137
90020,38694,21,60.27,15.5760583
90021,5192,1,2.87,5.527734977
90022,64517,4,11.48,1.779375978
90023,45939,1,2.87,0.624741505
90024,52862,38,109.06,20.63107714
90025,45466,93,266.91,58.70540624
90026,63329,112,321.44,50.75715707
90027,44471,69,198.03,44.53014324
90028,32330,20,57.4,17.75440767
90029,34695,25,71.75,20.68021329
90031,37333,30,86.1,23.06270592
90032,43506,45,129.15,29.68556061
90033,46081,19,54.53,11.83351056
90034,57152,151,433.37,75.82761758
90035,30294,28,80.36,26.52670496
90036,39549,45,129.15,32.65569294
90037,63706,3,8.61,1.35152105
90038,27414,8,22.96,8.375282702
90039,28059,82,235.34,83.87326704
90040,12089,1,2.87,2.374059062
90041,26654,55,157.85,59.22188039
90042,58295,107,307.09,52.67861738
90043,46179,8,22.96,4.97195695
90045,41035,43,123.41,30.07432679
90046,49987,56,160.72,32.15235961
90048,22604,30,86.1,38.09060343
90049,36980,88,252.56,68.29637642
90056,8184,3,8.61,10.52052786
90057,45510,20,57.4,12.61261261
90059,43551,4,11.48,2.635989989
90062,32524,1,2.87,0.882425286
90063,50227,11,31.57,6.285463993
90064,27553,40,114.8,41.66515443
90065,44328,63,180.81,40.78911749
90066,55304,137,393.19,71.09612325
90067,3344,4,11.48,34.33014354
90068,24361,26,74.62,30.63092648
90069,20584,20,57.4,27.88573649
90077,8874,6,17.22,19.40500338
90094,12746,8,22.96,18.01349443
90095,1,1,2.87,28700
90201,95810,4,11.48,1.19820478
90210,21134,9,25.83,12.22201192
90211,8260,12,34.44,41.69491525
90212,11451,6,17.22,15.03798795
90220,50412,1,2.87,0.569308895
90221,52561,1,2.87,0.546032229
90222,32397,1,2.87,0.885884495
90230,32743,54,154.98,47.33225422
90232,16452,62,177.94,108.157063
90240,26495,11,31.57,11.91545575
90241,44921,4,11.48,2.555597605
90242,42939,3,8.61,2.005170125
90245,17272,56,160.72,93.05233905
90247,48543,6,17.22,3.547370373
90248,11295,5,14.35,12.70473661
90249,27125,3,8.61,3.174193548
90250,97653,37,106.19,10.87421789
90254,19736,76,218.12,110.5188488
90255,71157,1,2.87,0.403333474
90260,33338,10,28.7,8.608794769
90262,67099,2,5.74,0.855452391
90263,1972,1,2.87,14.55375254
90265,15186,16,45.92,30.23837745
90266,35506,97,278.39,78.40646651
90270,25113,1,2.87,1.142834389
90272,22849,49,140.63,61.54755132
90274,25307,50,143.5,56.70367882
90275,42452,38,109.06,25.69019127
90277,37856,67,192.29,50.79511834
90278,42188,64,183.68,43.53844695
90280,92678,2,5.74,0.619348713
90290,6640,27,77.49,116.7018072
90291,28442,96,275.52,96.87082484
90292,27681,50,143.5,51.84061269
90293,12633,40,114.8,90.87311011
90301,36270,2,5.74,1.582575131
90302,29264,4,11.48,3.922908693
90303,24490,2,5.74,2.343813802
90304,26058,4,11.48,4.405556835
90401,8167,24,68.88,84.33941472
90402,12295,21,60.27,49.0199268
90403,25278,86,246.82,97.64221853
90404,21995,32,91.84,41.75494431
90405,27966,100,287,102.6246156
90501,43990,26,74.62,16.96294612
90502,18977,5,14.35,7.561785319
90503,45386,46,132.02,29.0882651
90504,32503,32,91.84,28.25585331
90505,36643,34,97.58,26.62991567
90601,32625,20,57.4,17.59386973
90602,25521,10,28.7,11.24564084
90603,21174,10,28.7,13.55435912
90604,40110,4,11.48,2.862129145
90605,40189,4,11.48,2.856503023
90606,32078,2,5.74,1.789388366
90620,46564,17,48.79,10.47805171
90621,36972,3,8.61,2.328789354
90623,15906,9,25.83,16.23915504
90630,49965,33,94.71,18.95526869
90631,69533,38,109.06,15.68463895
90638,46967,13,37.31,7.943875487
90640,62678,9,25.83,4.121063212
90650,102891,7,20.09,1.95255173
90660,62013,1,2.87,0.462806186
90680,30045,10,28.7,9.552338159
90701,16434,1,2.87,1.746379457
90703,49735,16,45.92,9.232934553
90706,79179,11,31.57,3.987168315
90710,26605,8,22.96,8.629956775
90712,32332,12,34.44,10.65198565
90713,28755,23,66.01,22.95600765
90715,20999,5,14.35,6.833658746
90717,22044,19,54.53,24.73688986
90720,22955,25,71.75,31.2568068
90723,53770,4,11.48,2.135019528
90732,21397,28,80.36,37.55666682
90740,24769,44,126.28,50.98308369
90742,748,4,11.48,153.4759358
90744,53074,2,5.74,1.081508837
90745,59937,6,17.22,2.873016668
90746,27147,2,5.74,2.114414116
90755,11923,10,28.7,24.07112304
90802,41686,38,109.06,26.16226071
90803,32192,64,183.68,57.05765408
90804,39370,22,63.14,16.03759208
90805,95350,7,20.09,2.106974305
90806,41611,22,63.14,15.17387229
90807,32412,25,71.75,22.13686289
90808,39747,57,163.59,41.15782323
90810,38529,5,14.35,3.724467284
90813,54565,6,17.22,3.155869147
90814,19042,56,160.72,84.40289886
90815,41837,56,160.72,38.41575639
91001,36578,84,241.08,65.90846957
91006,31949,9,25.83,8.084760086
91007,33804,10,28.7,8.490119512
91010,26730,16,45.92,17.1791994
91011,20588,75,215.25,104.5511949
91016,41852,26,74.62,17.82949441
91020,8439,10,28.7,34.00876881
91024,11268,49,140.63,124.8047568
91030,26927,62,177.94,66.08237085
91040,21588,12,34.44,15.95330739
91042,28036,37,106.19,37.8763019
91101,20583,38,109.06,52.98547345
91103,26887,32,91.84,34.15777141
91104,34707,65,186.55,53.74996398
91105,13869,53,152.11,109.6762564
91106,24172,54,154.98,64.11550554
91107,33729,50,143.5,42.54499096
91108,12777,13,37.31,29.20090788
91201,22608,21,60.27,26.65870488
91202,22875,11,31.57,13.8010929
91203,16930,8,22.96,13.56172475
91204,17302,7,20.09,11.61137441
91205,36693,18,51.66,14.07897964
91206,33252,23,66.01,19.85143751
91207,10369,10,28.7,27.67865754
91208,16776,21,60.27,35.92632332
91214,31097,56,160.72,51.68344213
91301,24790,48,137.76,55.57079468
91302,25468,31,88.97,34.93403487
91303,28457,9,25.83,9.076852795
91304,52386,35,100.45,19.17497041
91306,46669,25,71.75,15.37423129
91307,24855,15,43.05,17.32045866
91311,39014,29,83.23,21.33336751
91316,28777,33,94.71,32.91170032
91320,44462,92,264.04,59.38554271
91321,33560,27,77.49,23.08998808
91324,29500,9,25.83,8.755932203
91325,35250,12,34.44,9.770212766
91326,38041,35,100.45,26.40572014
91330,2273,3,8.61,37.87945447
91331,100720,9,25.83,2.564535346
91335,76650,17,48.79,6.365296804
91340,34610,6,17.22,4.975440624
91342,96429,32,91.84,9.524105819
91343,62595,13,37.31,5.960539979
91344,52481,39,111.93,21.3277186
91345,18895,6,17.22,9.113522096
91350,41514,52,149.24,35.9493183
91351,34684,19,54.53,15.72194672
91352,47274,9,25.83,5.463891357
91354,33962,27,77.49,22.81667746
91355,32886,44,126.28,38.39931886
91356,30664,16,45.92,14.97521524
91360,43046,79,226.73,52.67156066
91361,20262,38,109.06,53.82489389
91362,35803,73,209.51,58.51744267
91364,27071,44,126.28,46.64770419
91367,46498,37,106.19,22.8375414
91377,13898,30,86.1,61.95135991
91381,20862,23,66.01,31.64126162
91384,28585,19,54.53,19.07643869
91387,45749,37,106.19,23.21143632
91390,20128,27,77.49,38.4986089
91401,39621,17,48.79,12.31417683
91402,70140,10,28.7,4.091816367
91403,25329,22,63.14,24.9279482
91405,55319,15,43.05,7.782136337
91406,53252,33,94.71,17.7852475
91411,24984,6,17.22,6.892411143
91423,32635,49,140.63,43.09177264
91436,15189,15,43.05,28.34287972
91501,21157,14,40.18,18.99135038
91502,11665,11,31.57,27.06386627
91504,26678,25,71.75,26.8948197
91505,32371,37,106.19,32.80405301
91506,19338,15,43.05,22.26186783
91601,39429,27,77.49,19.65304725
91602,19647,16,45.92,23.37252507
91604,30947,32,91.84,29.67654377
91605,54341,4,11.48,2.112585341
91606,43955,11,31.57,7.182345581
91607,30502,31,88.97,29.16857911
91701,38778,23,66.01,17.02253855
91702,62328,16,45.92,7.367475292
91706,73313,3,8.61,1.174416543
91708,14381,3,8.61,5.987066268
91709,78530,62,177.94,22.65885649
91710,82576,10,28.7,3.475586127
91711,38122,68,195.16,51.19353654
91722,36111,3,8.61,2.384315029
91724,27180,12,34.44,12.67108168
91730,68883,29,83.23,12.08280708
91731,28197,3,8.61,3.053516332
91732,60137,6,17.22,2.863461762
91733,41990,1,2.87,0.68349607
91737,24568,14,40.18,16.35460762
91739,42411,17,48.79,11.50409092
91740,26644,19,54.53,20.46614622
91741,26999,28,80.36,29.76406534
91744,81817,15,43.05,5.26174267
91745,54280,23,66.01,12.16101695
91746,29509,4,11.48,3.890338541
91748,44737,14,40.18,8.981380066
91750,33376,18,51.66,15.47818792
91752,38610,3,8.61,2.22999223
91754,33300,17,48.79,14.65165165
91755,27637,3,8.61,3.11538879
91759,432,13,37.31,863.6574074
91761,60306,18,51.66,8.56631181
91762,62524,6,17.22,2.754142409
91763,37631,4,11.48,3.050676304
91764,55322,3,8.61,1.556342865
91765,46449,33,94.71,20.39010528
91766,70701,14,40.18,5.683087934
91767,51654,14,40.18,7.778681225
91770,59360,16,45.92,7.735849057
91773,34592,32,91.84,26.54949121
91775,24252,20,57.4,23.66815108
91776,38031,2,5.74,1.509295049
91780,35751,9,25.83,7.224972728
91784,26718,49,140.63,52.63492776
91786,55763,30,86.1,15.44034575
91789,41235,18,51.66,12.52819207
91790,46364,9,25.83,5.571132775
91791,34267,5,14.35,4.187702454
91792,30683,17,48.79,15.90131343
91801,53669,22,63.14,11.76470588
91803,29374,24,68.88,23.44930891
91901,17688,20,57.4,32.45137947
91902,17902,18,51.66,28.85711094
91906,3904,1,2.87,7.351434426
91910,79613,35,100.45,12.61728612
91911,85442,12,34.44,4.030804522
91913,55923,8,22.96,4.105645262
91914,17522,7,20.09,11.46558612
91915,33218,13,37.31,11.23186224
91916,1720,5,14.35,83.43023256
91917,1126,1,2.87,25.48845471
91931,481,2,5.74,119.3347193
91932,26013,16,45.92,17.65271211
91934,693,6,17.22,248.4848485
91935,8841,4,11.48,12.98495645
91941,33895,35,100.45,29.63563947
91942,40813,51,146.37,35.86357288
91945,27814,8,22.96,8.254835694
91948,87,1,2.87,329.8850575
91950,57849,6,17.22,2.976715241
91962,1860,10,28.7,154.3010753
91977,60795,22,63.14,10.38572251
91978,9949,1,2.87,2.884712031
92003,4781,7,20.09,42.0204978
92007,10981,56,160.72,146.3618978
92008,27282,50,143.5,52.59878308
92009,44816,91,261.17,58.27606212
