Zip Code,Population,Group Visits,Individual Visits,Visits per 10000
36262,1485,1,2.87,19.32659933
36303,31080,1,2.87,0.923423423
36532,36918,2,5.74,1.554797118
36558,3441,3,8.61,25.02179599
36609,24265,1,2.87,1.182773542
37027,61370,3,8.61,1.402965618
37049,3564,1,2.87,8.052749719
37064,62422,3,8.61,1.379321393
37067,31465,1,2.87,0.912124583
37072,33065,1,2.87,0.867987298
37075,71023,1,2.87,0.404094448
37087,51658,1,2.87,0.555577065
37128,70329,1,2.87,0.408082015
37129,60494,1,2.87,0.474427216
37138,23631,1,2.87,1.214506369
37174,48849,2,5.74,1.175049643
37204,15959,1,2.87,1.798358293
37206,27792,2,5.74,2.065342545
37207,38719,2,5.74,1.482476304
37209,40498,1,2.87,0.708676972
37210,17134,1,2.87,1.6750321
37211,81830,3,8.61,1.052181352
37212,22318,1,2.87,1.285957523
37214,30480,1,2.87,0.94160105
37215,23756,3,8.61,3.624347533
37216,18191,1,2.87,1.57770326
37311,29687,2,5.74,1.933506249
37312,36291,1,2.87,0.790829682
37315,1760,1,2.87,16.30681818
37327,12412,1,2.87,2.31227844
37379,28552,2,5.74,2.01036705
37403,5666,1,2.87,5.0653018
37404,13106,1,2.87,2.189836716
37405,18231,3,8.61,4.722725029
37411,17499,1,2.87,1.64009372
37738,5001,1,2.87,5.73885223
37764,10583,1,2.87,2.711896438
37804,27075,1,2.87,1.060018467
37860,4281,2,5.74,13.40808222
37862,23236,1,2.87,1.23515235
37865,22567,1,2.87,1.271768512
37890,6890,1,2.87,4.165457184
37917,25013,1,2.87,1.14740335
37931,31358,2,5.74,1.830473882
37934,27414,1,2.87,1.046910338
38053,26839,1,2.87,1.069339394
38104,22584,1,2.87,1.270811194
38111,40533,3,8.61,2.1241951
38134,41760,3,8.61,2.061781609
38372,17939,1,2.87,1.599866213
38464,23517,2,5.74,2.440787515
38486,1024,1,2.87,28.02734375
38501,41141,2,5.74,1.395201867
38632,29210,2,5.74,1.965080452
39042,39069,1,2.87,0.734597763
39110,48474,1,2.87,0.592069976
39402,44633,2,5.74,1.286043959
40006,4977,1,2.87,5.76652602
40026,6177,1,2.87,4.646268415
40049,104,1,2.87,275.9615385
40056,3522,1,2.87,8.148779103
40059,20254,2,5.74,2.834008097
40160,23582,1,2.87,1.217029938
40206,20196,1,2.87,1.42107348
40216,43434,1,2.87,0.660772667
40217,13061,2,5.74,4.394763035
40223,23227,1,2.87,1.235630947
40243,11521,1,2.87,2.491103203
40245,37866,1,2.87,0.757935879
40299,43030,1,2.87,0.666976528
40324,51035,1,2.87,0.562359165
40353,22358,1,2.87,1.283656857
40383,24592,1,2.87,1.167046194
40422,25918,1,2.87,1.107338529
40456,8949,1,2.87,3.207062242
40502,26080,4,11.48,4.401840491
41011,26470,3,8.61,3.25273895
41018,29305,2,5.74,1.958710118
41075,17517,5,14.35,8.192042016
42086,4045,1,2.87,7.095179234
42101,64444,1,2.87,0.445347899
42103,22106,1,2.87,1.298290057
42240,41791,1,2.87,0.686750736
43001,2705,1,2.87,10.60998152
43026,64607,2,5.74,0.88844862
43035,33032,1,2.87,0.868854444
43040,35853,1,2.87,0.800490893
43044,5352,2,5.74,10.72496263
43062,32125,1,2.87,0.893385214
43064,17301,1,2.87,1.65886365
43065,44829,1,2.87,0.640210578
43074,15288,1,2.87,1.877289377
43078,20067,1,2.87,1.430208801
43085,25566,1,2.87,1.122584683
43110,40953,1,2.87,0.70080336
43125,14295,2,5.74,4.015389997
43130,62010,1,2.87,0.462828576
43201,37528,1,2.87,0.764762311
43210,14126,1,2.87,2.031714569
43212,24171,2,5.74,2.374746597
43214,26805,1,2.87,1.070695766
43215,20761,2,5.74,2.764799383
43220,27736,1,2.87,1.034756273
43221,33844,1,2.87,0.84800851
43235,45561,1,2.87,0.629924716
43451,1126,1,2.87,25.48845471
43560,34204,2,5.74,1.678166296
43566,8371,1,2.87,3.428503166
43615,39449,1,2.87,0.72752161
43758,3000,1,2.87,9.566666667
43933,1969,2,5.74,29.15185373
43950,16212,1,2.87,1.77029361
44004,31661,1,2.87,0.906478001
44011,24847,2,5.74,2.310138045
44022,17150,1,2.87,1.673469388
44041,13910,1,2.87,2.063263839
44060,60360,2,5.74,0.950960901
44072,4583,7,20.09,43.83591534
44077,58253,2,5.74,0.985356977
44119,12134,1,2.87,2.365254656
44121,32887,1,2.87,0.872685256
44130,50825,1,2.87,0.564682735
44131,20664,1,2.87,1.388888889
44133,31373,3,8.61,2.744398049
44139,25331,1,2.87,1.132999092
44223,18388,1,2.87,1.560800522
44236,26216,1,2.87,1.094751297
44256,64815,3,8.61,1.328396205
44264,3370,2,5.74,17.03264095
44287,7561,1,2.87,3.795794207
44301,14364,2,5.74,3.996101365
44303,7031,1,2.87,4.081922913
44305,21214,1,2.87,1.352880173
44321,15993,1,2.87,1.794535109
44691,44666,2,5.74,1.285093807
44721,13432,1,2.87,2.136688505
44805,31238,1,2.87,0.918752801
44875,13900,2,5.74,4.129496403
44889,6702,2,5.74,8.56460758
45036,41060,1,2.87,0.698977107
45040,57153,1,2.87,0.502160866
45069,53694,3,8.61,1.603531121
45150,33735,2,5.74,1.701496962
45152,13617,1,2.87,2.107659543
45157,9705,1,2.87,2.957238537
45162,2730,1,2.87,10.51282051
45177,22349,1,2.87,1.284173789
45202,16883,1,2.87,1.699934846
45206,10670,1,2.87,2.689784442
45207,7484,3,8.61,11.50454303
45211,37868,1,2.87,0.757895849
45219,20644,1,2.87,1.390234451
45220,15466,2,5.74,3.711366869
45224,20214,1,2.87,1.419808054
45230,27718,2,5.74,2.070856483
45242,23214,1,2.87,1.236322909
45245,20249,6,17.22,8.50412366
45247,23293,2,5.74,2.464259649
45248,25181,1,2.87,1.139748223
45252,4548,1,2.87,6.310466139
45255,22069,1,2.87,1.300466718
45356,25106,2,5.74,2.286306062
45365,29277,1,2.87,0.980291697
45373,36863,1,2.87,0.778558446
45430,7637,1,2.87,3.758020165
45431,26660,2,5.74,2.15303826
45458,36474,2,5.74,1.573723748
45701,33705,1,2.87,0.851505711
45710,5547,1,2.87,5.173967911
45723,3552,1,2.87,8.079954955
45772,1697,1,2.87,16.912198
45807,11856,1,2.87,2.42071525
45881,1485,2,5.74,38.65319865
46011,17078,1,2.87,1.680524652
46033,39002,2,5.74,1.471719399
46037,47264,7,20.09,4.250592417
46060,45073,2,5.74,1.273489672
46064,16908,1,2.87,1.697421339
46074,42598,2,5.74,1.347481102
46112,41562,1,2.87,0.690534623
46123,40788,2,5.74,1.40727665
46135,19869,1,2.87,1.444461221
46202,22217,2,5.74,2.583607148
46203,38224,1,2.87,0.75083717
46208,23996,1,2.87,1.196032672
46219,36556,1,2.87,0.785096838
46225,6503,1,2.87,4.413347686
46256,22598,1,2.87,1.270023896
46260,34188,1,2.87,0.839475839
46617,9813,1,2.87,2.924691735
46628,27011,1,2.87,1.06253008
46723,7383,3,8.61,11.66192605
46750,26580,1,2.87,1.079759217
46802,10664,1,2.87,2.691297824
46804,28800,1,2.87,0.996527778
46835,36653,1,2.87,0.783019125
46979,4893,1,2.87,5.865522175
47025,23118,1,2.87,1.241456873
47124,4981,2,5.74,11.5237904
47201,45969,1,2.87,0.62433379
47250,22596,1,2.87,1.270136307
47304,30366,1,2.87,0.945136007
47401,41225,2,5.74,1.392359005
47403,33066,1,2.87,0.867961048
47404,23799,1,2.87,1.205933022
47441,8972,1,2.87,3.198840838
47542,9992,1,2.87,2.872297838
47712,24895,1,2.87,1.152841936
47720,17188,1,2.87,1.669769607
47805,12875,1,2.87,2.229126214
47841,2135,1,2.87,13.44262295
47906,73579,2,5.74,0.780113891
48025,14878,1,2.87,1.929022718
48067,24589,2,5.74,2.334377161
48072,15194,1,2.87,1.888903515
48073,33658,1,2.87,0.852694753
48084,16364,1,2.87,1.753849914
48103,55605,9,25.83,4.645265714
48104,41588,8,22.96,5.520823314
48105,38883,5,14.35,3.690558856
48108,26639,2,5.74,2.154735538
48109,8008,1,2.87,3.583916084
48118,13309,1,2.87,2.156435495
48124,34134,5,14.35,4.204019453
48164,9676,1,2.87,2.966101695
48168,24517,2,5.74,2.341232614
48170,41069,1,2.87,0.69882393
48173,13443,1,2.87,2.134940118
48178,36858,1,2.87,0.778664062
48182,21886,1,2.87,1.311340583
48197,67895,3,8.61,1.26813462
48198,40067,1,2.87,0.716300197
48202,17260,1,2.87,1.662804171
48207,21704,2,5.74,2.644673793
48223,22956,1,2.87,1.250217808
48230,17559,1,2.87,1.634489436
48237,29560,1,2.87,0.970906631
48306,28455,1,2.87,1.008610086
48307,44673,1,2.87,0.64244622
48309,31541,3,8.61,2.729780286
48329,24391,1,2.87,1.176663523
48336,26802,1,2.87,1.070815611
48356,8380,1,2.87,3.424821002
48374,18008,1,2.87,1.593736117
48382,23334,1,2.87,1.229964858
48383,13171,1,2.87,2.179029686
48386,17904,1,2.87,1.602993744
48442,21803,1,2.87,1.316332615
48446,30788,2,5.74,1.864362739
48455,8166,1,2.87,3.514572618
48471,5668,3,8.61,15.1905434
48503,21743,1,2.87,1.319965046
48602,27613,1,2.87,1.039365516
48653,9598,1,2.87,2.990206293
48813,21068,1,2.87,1.362255553
48842,21548,1,2.87,1.331910154
48910,33702,2,5.74,1.703163017
49024,30332,1,2.87,0.946195437
49085,24047,1,2.87,1.19349607
49112,10506,1,2.87,2.731772321
49230,10364,1,2.87,2.769201081
49301,20665,1,2.87,1.388821679
49316,24742,3,8.61,3.479912699
49319,17391,1,2.87,1.65027888
49331,18023,1,2.87,1.592409699
49341,38250,1,2.87,0.750326797
49412,11703,1,2.87,2.452362642
49417,32406,1,2.87,0.885638462
49418,30520,3,8.61,2.821100917
49424,47963,1,2.87,0.598377916
49426,40467,1,2.87,0.709219858
49505,31444,1,2.87,0.912733749
49512,18558,2,5.74,3.093005712
49546,35536,2,5.74,1.615263395
49636,575,1,2.87,49.91304348
49655,3180,2,5.74,18.05031447
49676,3527,1,2.87,8.137227105
49684,22025,1,2.87,1.303064699
49855,32929,1,2.87,0.87157217
49866,8259,1,2.87,3.474996973
49930,7135,1,2.87,4.022424667
49938,7340,1,2.87,3.910081744
50023,43603,1,2.87,0.658211591
50131,24434,1,2.87,1.174592781
50322,31652,1,2.87,0.906735751
50801,9245,1,2.87,3.104380746
51501,34906,1,2.87,0.822208216
52162,3481,1,2.87,8.244757254
52245,21874,1,2.87,1.31205998
52246,22829,6,17.22,7.543037365
52317,22096,2,5.74,2.59775525
52320,1087,1,2.87,26.40294388
52402,42072,1,2.87,0.682163909
52403,23012,2,5.74,2.494350774
52411,7954,1,2.87,3.608247423
52556,11736,3,8.61,7.336400818
53029,21239,1,2.87,1.351287725
53072,26687,1,2.87,1.075429985
53083,21768,1,2.87,1.3184491
53121,19222,1,2.87,1.493080845
53143,22702,1,2.87,1.264205797
53151,32535,7,20.09,6.174888582
53188,35552,2,5.74,1.614536454
53204,39728,1,2.87,0.722412404
53207,34292,1,2.87,0.836929896
53213,26469,1,2.87,1.084287279
53214,34297,2,5.74,1.673615768
53221,39560,1,2.87,0.725480283
53226,19921,2,5.74,2.881381457
53227,23310,1,2.87,1.231231231
53532,15962,1,2.87,1.798020298
53562,29092,2,5.74,1.973051011
53590,43684,4,11.48,2.627964472
53597,20729,2,5.74,2.76906749
53703,38512,3,8.61,2.235666805
53704,47066,1,2.87,0.609782008
53711,51448,2,5.74,1.115689628
53714,16289,2,5.74,3.523850451
53716,19105,1,2.87,1.502224549
53922,961,1,2.87,29.86472425
53949,6084,1,2.87,4.717291256
53950,5608,1,2.87,5.117689016
53951,2291,1,2.87,12.52728066
53963,14078,1,2.87,2.038641853
54016,33198,1,2.87,0.86450991
54025,7336,1,2.87,3.91221374
54101,2773,1,2.87,10.34980166
54220,40737,1,2.87,0.704519233
54313,39911,2,5.74,1.438199995
54401,31727,2,5.74,1.809184606
54751,26738,1,2.87,1.073378712
54904,21828,2,5.74,2.629649991
54913,23818,1,2.87,1.20497103
54914,31082,1,2.87,0.923364005
55024,35948,2,5.74,1.596750862
55025,25784,1,2.87,1.113093391
55032,3619,1,2.87,7.930367505
55044,60446,1,2.87,0.474803957
55051,9858,1,2.87,2.911341043
55060,29693,1,2.87,0.966557775
55066,18732,1,2.87,1.532137519
55068,31593,3,8.61,2.725287247
55102,20355,1,2.87,1.40997298
55104,45612,3,8.61,1.887661142
55106,60327,1,2.87,0.475740547
55110,39205,4,11.48,2.928197934
55113,41699,2,5.74,1.376531811
55119,43010,1,2.87,0.667286678
55124,56353,2,5.74,1.018579313
55126,27390,1,2.87,1.047827674
55127,18071,2,5.74,3.176359914
55129,31236,1,2.87,0.918811628
55303,51480,1,2.87,0.557498057
55304,49128,1,2.87,0.584188243
55311,37390,2,5.74,1.535169832
55315,6353,1,2.87,4.517550763
55316,23919,2,5.74,2.399765876
55318,29729,2,5.74,1.930774664
55337,47333,1,2.87,0.606342298
55341,3484,1,2.87,8.237657865
55344,15837,2,5.74,3.624423818
55345,22051,1,2.87,1.301528275
55347,31222,3,8.61,2.757670873
55357,3370,1,2.87,8.516320475
55372,34327,2,5.74,1.672153116
55378,31906,1,2.87,0.899517332
55382,3787,2,5.74,15.15711645
55391,15782,1,2.87,1.818527436
55401,12029,1,2.87,2.38590074
55404,29322,1,2.87,0.978787259
55405,15497,1,2.87,1.851971349
55406,34588,3,8.61,2.489302648
55407,38506,3,8.61,2.236015166
55408,33718,2,5.74,1.702354825
55409,11843,2,5.74,4.846744913
55411,31214,1,2.87,0.919459217
55413,13914,1,2.87,2.062670691
55414,36600,2,5.74,1.568306011
55416,34129,1,2.87,0.840927071
55417,26259,1,2.87,1.092958605
55419,27919,1,2.87,1.027973781
55421,30580,1,2.87,0.93852191
55423,37137,3,8.61,2.318442524
55425,10281,1,2.87,2.791557242
55436,14395,1,2.87,1.993747829
55782,389,1,2.87,73.77892031
55804,15471,1,2.87,1.855083705
55812,10571,1,2.87,2.714974931
55901,58046,2,5.74,0.988870895
55906,19559,2,5.74,2.934710364
55987,34010,1,2.87,0.84386945
56244,1737,1,2.87,16.52274036
56267,6647,1,2.87,4.317737325
56544,5361,1,2.87,5.353478829
56573,7066,2,5.74,8.123407869
56601,34647,1,2.87,0.828354547
57012,1217,1,2.87,23.58258012
57103,36069,2,5.74,1.591394272
57104,26998,3,8.61,3.18912512
57106,47877,1,2.87,0.599452764
57108,31953,1,2.87,0.898194223
57702,33162,2,5.74,1.73089681
57718,7536,1,2.87,3.808386412
57719,11326,1,2.87,2.533992583
57785,9895,1,2.87,2.900454775
58504,29517,2,5.74,1.944642071
59106,20681,1,2.87,1.387747208
59401,13030,1,2.87,2.202609363
59405,33578,1,2.87,0.854726309
59434,473,1,2.87,60.67653277
59602,29390,1,2.87,0.976522627
59701,33937,1,2.87,0.845684651
59714,22333,1,2.87,1.285093807
59715,37286,10,28.7,7.697259025
59718,43831,4,11.48,2.619150829
59729,2684,1,2.87,10.69299553
59801,30629,4,11.48,3.748081883
59802,19892,3,8.61,4.328373215
59803,17203,1,2.87,1.668313666
59804,8193,1,2.87,3.502990358
59833,5825,1,2.87,4.927038627
59870,11245,1,2.87,2.552245442
59912,15395,1,2.87,1.864241637
60004,52546,1,2.87,0.546188102
60015,28013,2,5.74,2.049048656
60022,8482,2,5.74,6.76727187
60030,36346,1,2.87,0.789632972
60035,30152,1,2.87,0.95184399
60046,34690,4,11.48,3.309311041
60047,43944,1,2.87,0.65310395
60048,29353,1,2.87,0.977753552
60051,24649,1,2.87,1.164347438
60056,57177,1,2.87,0.501950085
60062,42751,1,2.87,0.671329326
60067,39324,2,5.74,1.459668396
60103,41740,1,2.87,0.687589842
60110,38762,1,2.87,0.740415871
60130,14346,2,5.74,4.001115293
60137,38985,1,2.87,0.736180582
60154,16895,1,2.87,1.698727434
60156,28982,2,5.74,1.980539645
60189,30377,4,11.48,3.779175034
60201,44652,3,8.61,1.928245095
60202,33245,2,5.74,1.726575425
60302,33698,1,2.87,0.851682592
60430,20146,1,2.87,1.424600417
60431,26853,1,2.87,1.068781887
60457,14420,1,2.87,1.990291262
60459,29451,1,2.87,0.974500017
60478,16893,1,2.87,1.69892855
60501,11746,1,2.87,2.443384982
60504,38901,1,2.87,0.737770237
60516,28694,1,2.87,1.000209103
60525,32613,1,2.87,0.880017171
60526,13810,1,2.87,2.0782042
60527,29139,3,8.61,2.954802842
60532,28766,1,2.87,0.997705625
60540,44201,3,8.61,1.94791973
60546,16819,2,5.74,3.412806945
60563,37997,1,2.87,0.755322789
60586,47212,1,2.87,0.607896298
60601,15814,2,5.74,3.629695207
60606,3797,1,2.87,7.558598894
60607,31816,2,5.74,1.804123711
60608,75770,2,5.74,0.757555761
60610,43794,1,2.87,0.655340914
60612,34402,1,2.87,0.834253822
60613,53048,3,8.61,1.623058362
60614,73173,11,31.57,4.314432919
60622,55075,2,5.74,1.042215161
60630,54064,1,2.87,0.530852323
60637,53555,2,5.74,1.071795351
60640,65941,1,2.87,0.435237561
60641,69354,1,2.87,0.413818958
60643,47831,1,2.87,0.60002927
60646,28383,1,2.87,1.011168657
60647,85631,2,5.74,0.670317992
60651,62819,1,2.87,0.456868145
60657,72316,2,5.74,0.793738592
60659,40579,1,2.87,0.707262377
60660,42534,5,14.35,3.373771571
61070,1109,1,2.87,25.87917042
61073,19936,1,2.87,1.439606742
61101,19784,1,2.87,1.450667206
61107,30722,1,2.87,0.934183972
61108,29660,1,2.87,0.967633176
61569,1123,2,5.74,51.11308994
61704,37129,1,2.87,0.772980689
61822,25091,1,2.87,1.143836435
61853,14218,1,2.87,2.018568012
61920,20847,1,2.87,1.376696887
61944,11780,1,2.87,2.436332767
62018,3412,1,2.87,8.411488863
62232,7547,1,2.87,3.802835564
62312,2017,3,8.61,42.68715915
62401,19408,1,2.87,1.478771641
62414,1831,1,2.87,15.67449481
62704,39157,2,5.74,1.46589371
62712,10321,3,8.61,8.342214902
63005,19235,2,5.74,2.984143488
63011,37495,3,8.61,2.296306174
63021,56680,1,2.87,0.506351447
63026,44648,1,2.87,0.642805949
63038,6775,1,2.87,4.236162362
63108,23603,4,11.48,4.863788501
63109,26777,1,2.87,1.071815364
63110,18199,1,2.87,1.577009726
63116,41959,1,2.87,0.684001049
63119,34793,1,2.87,0.824878568
63122,41319,2,5.74,1.389191413
63123,50989,1,2.87,0.562866501
63126,15851,3,8.61,5.431833954
63131,18241,1,2.87,1.573378652
63143,9686,1,2.87,2.963039438
63146,31459,2,5.74,1.824597095
64015,33063,1,2.87,0.868039803
64060,15340,2,5.74,3.741851369
64062,6300,1,2.87,4.555555556
64076,9863,2,5.74,5.819730305
64089,13681,1,2.87,2.097799868
64093,28112,1,2.87,1.020916335
64111,17112,6,17.22,10.0631136
64118,42897,1,2.87,0.669044455
64157,23286,2,5.74,2.465000429
65101,29960,1,2.87,0.957943925
65201,48734,1,2.87,0.588911232
65203,59712,1,2.87,0.480640407
65251,21867,2,5.74,2.624959985
65305,2851,1,2.87,10.06664328
65336,6136,1,2.87,4.677314211
65605,11795,1,2.87,2.433234421
65759,1158,1,2.87,24.78411054
65775,24519,2,5.74,2.341041641
65802,48233,2,5.74,1.1900566
65804,40064,1,2.87,0.716353834
66047,19396,1,2.87,1.479686533
66049,32131,1,2.87,0.893218387
66062,77553,6,17.22,2.220417005
66112,12507,1,2.87,2.29471496
66202,16827,1,2.87,1.705592203
66205,13929,1,2.87,2.060449422
66210,19057,3,8.61,4.518024873
66211,4917,1,2.87,5.836892414
66213,30987,1,2.87,0.926194856
66215,26351,1,2.87,1.089142727
66221,24818,1,2.87,1.156418728
66227,8476,1,2.87,3.386031147
66713,5234,1,2.87,5.483377914
67063,3735,3,8.61,23.05220884
67663,2424,1,2.87,11.83993399
67871,5148,1,2.87,5.574980575
68105,22669,1,2.87,1.266046142
68144,24994,1,2.87,1.148275586
68154,23383,1,2.87,1.227387418
68410,8620,1,2.87,3.329466357
68502,27238,1,2.87,1.053675013
68814,923,1,2.87,31.09425785
70003,40068,1,2.87,0.71628232
70006,16540,1,2.87,1.735187424
70043,21596,1,2.87,1.328949806
70115,31736,4,11.48,3.61734308
70116,10676,1,2.87,2.688272761
70117,28528,2,5.74,2.012058329
70119,38048,1,2.87,0.754310345
70130,14521,1,2.87,1.976447903
70360,28014,1,2.87,1.024487756
70420,8030,2,5.74,7.148194271
70433,41423,1,2.87,0.692851797
70506,39801,1,2.87,0.72108741
70520,20017,1,2.87,1.433781286
70570,38746,1,2.87,0.740721623
70605,39903,1,2.87,0.719244167
70802,26519,1,2.87,1.08224292
70808,32510,1,2.87,0.882805291
70810,42472,1,2.87,0.675739311
70817,35025,2,5.74,1.638829408
71301,20454,2,5.74,2.806297057
72022,18206,2,5.74,3.152806767
72521,4989,1,2.87,5.752655843
72560,8834,1,2.87,3.24881141
72701,48269,1,2.87,0.594584516
72703,33767,1,2.87,0.849942251
72712,38053,2,5.74,1.508422463
72761,23731,2,5.74,2.418777127
72921,13770,2,5.74,4.168482208
73003,22648,1,2.87,1.267220064
73013,56972,1,2.87,0.503756231
73036,19602,1,2.87,1.464136313
73069,26464,1,2.87,1.08449214
73072,51062,1,2.87,0.562061807
73096,14520,2,5.74,3.953168044
73099,83213,1,2.87,0.344898033
73104,3545,1,2.87,8.095909732
73401,36744,1,2.87,0.781079904
73735,732,1,2.87,39.20765027
74012,63918,1,2.87,0.449012798
74107,19453,1,2.87,1.475350846
74135,20173,1,2.87,1.422693699
74804,22301,1,2.87,1.286937805
74953,12113,2,5.74,4.738710476
75002,69939,1,2.87,0.410357597
75007,53960,1,2.87,0.531875463
75009,21276,2,5.74,2.697875541
75019,44897,1,2.87,0.639240929
75022,26781,2,5.74,2.143310556
75024,45469,1,2.87,0.631199279
75025,53161,1,2.87,0.539869453
75035,82596,3,8.61,1.042423362
75044,46094,1,2.87,0.622640691
75056,67570,2,5.74,0.849489418
75067,68734,2,5.74,0.835103442
75070,57712,1,2.87,0.497296923
75071,64449,1,2.87,0.445313349
75074,53003,2,5.74,1.082957568
75077,38073,3,8.61,2.261445119
75080,53633,1,2.87,0.535118304
75082,28063,2,5.74,2.045397855
75093,48081,3,8.61,1.790728146
75154,45894,2,5.74,1.250708154
75201,17740,1,2.87,1.617812852
75206,40386,1,2.87,0.710642302
75214,35664,4,11.48,3.218932257
75218,23136,1,2.87,1.24049101
75219,27885,1,2.87,1.029227183
75225,22635,2,5.74,2.535895737
75254,24664,1,2.87,1.163639312
75455,27305,1,2.87,1.051089544
75701,34502,1,2.87,0.831835836
75703,44428,1,2.87,0.645989016
75751,17100,1,2.87,1.678362573
76008,21844,1,2.87,1.31386193
76017,45745,1,2.87,0.627390972
76021,35265,1,2.87,0.813838083
76065,42827,1,2.87,0.670137997
76087,33346,1,2.87,0.860672944
76092,31924,1,2.87,0.899010149
76107,31591,1,2.87,0.908486594
76116,51639,2,5.74,1.111562966
76133,51811,2,5.74,1.107872846
76137,60555,1,2.87,0.473949302
76208,27084,1,2.87,1.059666224
76210,46211,1,2.87,0.621064249
76244,77154,1,2.87,0.371983306
76248,40894,1,2.87,0.701814447
76302,12400,2,5.74,4.629032258
76429,207,1,2.87,138.647343
76502,47297,2,5.74,1.213607628
76571,8937,1,2.87,3.211368468
76579,5120,1,2.87,5.60546875
76655,10227,1,2.87,2.806297057
76712,27800,2,5.74,2.064748201
76832,551,1,2.87,52.08711434
76856,3574,1,2.87,8.030218243
77002,19844,2,5.74,2.892561983
77007,42908,3,8.61,2.006618812
77008,36631,2,5.74,1.566978788
77009,36425,5,14.35,3.939601922
77018,27870,5,14.35,5.148905633
77024,39565,1,2.87,0.725388601
77030,13221,1,2.87,2.170788896
77054,24419,1,2.87,1.175314304
77057,43669,2,5.74,1.31443358
77059,18568,2,5.74,3.09133994
77062,25095,2,5.74,2.287308229
77063,38298,1,2.87,0.749386391
77077,61302,1,2.87,0.468173958
77083,73763,1,2.87,0.389083958
77094,11150,1,2.87,2.573991031
77098,15717,4,11.48,7.304192912
77338,45031,1,2.87,0.637338722
77345,27258,2,5.74,2.105803801
77379,84704,1,2.87,0.338826974
77381,35191,2,5.74,1.631098861
77382,37755,2,5.74,1.520328433
77384,23952,1,2.87,1.198229793
77385,27801,2,5.74,2.064673933
77386,66058,3,8.61,1.303400042
77389,41534,1,2.87,0.691000144
77414,23416,1,2.87,1.22565767
77423,16152,1,2.87,1.776869737
77429,94176,1,2.87,0.304748556
77441,23111,1,2.87,1.241832893
77450,72977,2,5.74,0.786549187
77459,79731,1,2.87,0.359960367
77465,7137,1,2.87,4.021297464
77479,93180,1,2.87,0.30800601
77484,13449,1,2.87,2.133987657
77493,51774,1,2.87,0.55433229
77494,130872,4,11.48,0.877192982
77554,8961,2,5.74,6.405535097
77566,30538,1,2.87,0.939812692
77573,95256,1,2.87,0.301293357
77581,49198,1,2.87,0.583357047
77705,37950,1,2.87,0.756258235
77802,25502,1,2.87,1.125401929
77833,29431,1,2.87,0.975162244
77840,55180,1,2.87,0.520115984
77845,70108,1,2.87,0.409368403
78130,88349,4,11.48,1.299392183
78133,20787,1,2.87,1.380670611
78209,42456,4,11.48,2.703975881
78210,33010,2,5.74,1.73886701
78212,26738,1,2.87,1.073378712
78225,12576,1,2.87,2.282124682
78230,42145,4,11.48,2.723929292
78232,35397,1,2.87,0.810803175
78240,56112,3,8.61,1.534431138
78249,56996,1,2.87,0.503544108
78260,37037,1,2.87,0.774900775
78373,3134,3,8.61,27.47287811
78521,88708,1,2.87,0.32353339
78602,33759,1,2.87,0.850143665
78610,45134,1,2.87,0.635884256
78613,89279,2,5.74,0.642928348
78615,1694,2,5.74,33.88429752
78628,40378,1,2.87,0.7107831
78640,64539,2,5.74,0.889384713
78641,83426,4,11.48,1.37606981
78652,5831,3,8.61,14.76590636
78660,110955,1,2.87,0.258663422
78665,61577,2,5.74,0.932166231
78669,12415,1,2.87,2.311719694
78681,57503,1,2.87,0.499104395
78701,11625,2,5.74,4.937634409
78702,25910,2,5.74,2.215360865
78703,22194,6,17.22,7.758853744
78704,49197,5,14.35,2.916844523
78705,36535,4,11.48,3.142192418
78717,36987,1,2.87,0.775948306
78721,11316,1,2.87,2.536231884
78722,6618,1,2.87,4.3366576
78730,9403,2,5.74,6.104434755
78731,27240,1,2.87,1.053597651
78733,9347,2,5.74,6.14100781
78734,22963,2,5.74,2.499673388
78738,29529,2,5.74,1.943851807
78739,21854,1,2.87,1.31326073
78741,49344,1,2.87,0.581630999
78744,51048,2,5.74,1.124431907
78745,59843,1,2.87,0.479588256
78746,29106,1,2.87,0.986050986
78748,55226,1,2.87,0.519682758
78749,35239,1,2.87,0.814438548
78750,28348,1,2.87,1.012417102
78751,17071,3,8.61,5.043641263
78753,58761,1,2.87,0.48841919
78754,27020,1,2.87,1.062176166
78756,8426,4,11.48,13.62449561
78757,23847,3,8.61,3.610517046
78758,49831,2,5.74,1.1518934
78759,42333,2,5.74,1.355916188
78957,10214,1,2.87,2.809868808
79110,18285,1,2.87,1.569592562
79416,36251,2,5.74,1.583404596
79705,44138,1,2.87,0.650233359
79902,20071,1,2.87,1.429923771
79911,8023,1,2.87,3.577215505
79938,96353,1,2.87,0.297863066
80002,20267,1,2.87,1.41609513
80003,36258,1,2.87,0.791549451
80004,36076,3,8.61,2.386628229
80005,28742,2,5.74,1.997077448
80007,17997,1,2.87,1.594710229
80011,54254,1,2.87,0.528993254
80013,75099,1,2.87,0.382162213
80014,41711,1,2.87,0.688067896
80015,71466,2,5.74,0.803179134
80016,65406,5,14.35,2.193988319
80020,52141,4,11.48,2.201722253
80021,36176,4,11.48,3.173374613
80025,212,2,5.74,270.754717
80026,32318,8,22.96,7.104400025
80027,34413,6,17.22,5.003922936
80104,34727,2,5.74,1.652892562
80108,32188,1,2.87,0.891636635
80109,27148,1,2.87,1.057168116
